PI,Difference,Error,Ntot,AvailableProcessors,TimeDuration(ms)
3,139160;-0,002433;0,000774;100000;1;21;
3,142200;0,000607;0,000193;100000;1;20;
3,145160;0,003567;0,001136;100000;1;21;
3,139720;-0,001873;0,000596;100000;1;21;
3,132280;-0,009313;0,002964;100000;1;19;
3,139280;-0,002313;0,000736;200000;2;55;
3,145180;0,003587;0,001142;200000;2;49;
3,146640;0,005047;0,001607;200000;2;48;
3,136680;-0,004913;0,001564;200000;2;46;
3,142620;0,001027;0,000327;200000;2;51;
3,141740;0,000147;0,000047;400000;4;88;
3,143020;0,001427;0,000454;400000;4;94;
3,143730;0,002137;0,000680;400000;4;95;
3,141420;-0,000173;0,000055;400000;4;103;
3,134190;-0,007403;0,002356;400000;4;106;
3,138510;-0,003083;0,000981;800000;8;237;
3,139335;-0,002258;0,000719;800000;8;254;
3,143535;0,001942;0,000618;800000;8;241;
3,141780;0,000187;0,000060;800000;8;267;
3,140070;-0,001523;0,000485;800000;8;261;
3,143030;0,001437;0,000458;1600000;16;612;
3,139453;-0,002140;0,000681;1600000;16;591;
3,140568;-0,001025;0,000326;1600000;16;594;
3,141675;0,000082;0,000026;1600000;16;556;
3,141023;-0,000570;0,000181;1600000;16;591;
3,142196;0,000603;0,000192;1000000;1;86;
3,140656;-0,000937;0,000298;1000000;1;85;
3,138732;-0,002861;0,000911;1000000;1;89;
3,140184;-0,001409;0,000448;1000000;1;87;
3,142228;0,000635;0,000202;1000000;1;88;
3,143216;0,001623;0,000517;2000000;2;338;
3,143402;0,001809;0,000576;2000000;2;335;
3,141434;-0,000159;0,000051;2000000;2;370;
3,144498;0,002905;0,000925;2000000;2;322;
3,140584;-0,001009;0,000321;2000000;2;322;
3,142590;0,000997;0,000317;4000000;4;695;
3,142532;0,000939;0,000299;4000000;4;706;
3,142890;0,001297;0,000413;4000000;4;740;
3,140530;-0,001063;0,000338;4000000;4;746;
3,141069;-0,000524;0,000167;4000000;4;732;
3,140865;-0,000728;0,000232;8000000;8;1824;
3,142055;0,000462;0,000147;8000000;8;1782;
3,141887;0,000294;0,000094;8000000;8;1904;
3,140955;-0,000638;0,000203;8000000;8;1846;
3,141807;0,000214;0,000068;8000000;8;1884;
3,141266;-0,000327;0,000104;16000000;16;4922;
3,140821;-0,000772;0,000246;16000000;16;4945;
3,141570;-0,000022;0,000007;16000000;16;4916;
3,140877;-0,000715;0,000228;16000000;16;4929;
3,142132;0,000539;0,000172;16000000;16;4924;
3,142209;0,000616;0,000196;10000000;1;772;
3,141813;0,000221;0,000070;10000000;1;775;
3,141523;-0,000069;0,000022;10000000;1;751;
3,142214;0,000621;0,000198;10000000;1;767;
3,142232;0,000639;0,000204;10000000;1;758;
3,141479;-0,000114;0,000036;20000000;2;3207;
3,141932;0,000339;0,000108;20000000;2;3018;
3,141171;-0,000421;0,000134;20000000;2;3099;
3,141316;-0,000276;0,000088;20000000;2;3214;
3,141620;0,000027;0,000009;20000000;2;3140;
3,141204;-0,000389;0,000124;40000000;4;7066;
3,141701;0,000108;0,000034;40000000;4;7192;
3,141746;0,000154;0,000049;40000000;4;6983;
3,141521;-0,000072;0,000023;40000000;4;6894;
3,141564;-0,000029;0,000009;40000000;4;6998;
3,141588;-0,000005;0,000002;80000000;8;17720;
3,141424;-0,000168;0,000054;80000000;8;17893;
3,141499;-0,000094;0,000030;80000000;8;17780;
3,141246;-0,000347;0,000110;80000000;8;17235;
3,141431;-0,000162;0,000052;80000000;8;17589;
3,141540;-0,000052;0,000017;160000000;16;47928;
3,141723;0,000131;0,000042;160000000;16;48576;
3,141517;-0,000075;0,000024;160000000;16;48515;
3,141700;0,000107;0,000034;160000000;16;48250;
3,141620;0,000027;0,000009;160000000;16;47815;
